sample_idx,true_label_encoded,pred_label_encoded,true_label,pred_label,is_correct
954,3,3,normal,normal,True
955,3,3,normal,normal,True
956,3,3,normal,normal,True
957,3,3,normal,normal,True
958,1,1,MITM,MITM,True
959,3,3,normal,normal,True
960,3,3,normal,normal,True
961,4,4,physical fault,physical fault,True
962,3,3,normal,normal,True
963,3,3,normal,normal,True
964,3,3,normal,normal,True
965,3,3,normal,normal,True
966,3,3,normal,normal,True
967,3,3,normal,normal,True
968,3,3,normal,normal,True
969,3,3,normal,normal,True
970,1,3,MITM,normal,False
971,5,3,scan,normal,False
972,4,4,physical fault,physical fault,True
973,3,3,normal,normal,True
974,1,1,MITM,MITM,True
975,4,4,physical fault,physical fault,True
976,3,3,normal,normal,True
977,3,3,normal,normal,True
978,3,3,normal,normal,True
979,3,3,normal,normal,True
980,3,3,normal,normal,True
981,3,3,normal,normal,True
982,3,3,normal,normal,True
983,3,3,normal,normal,True
984,3,3,normal,normal,True
985,3,3,normal,normal,True
986,2,3,nomal,normal,False
987,3,3,normal,normal,True
988,3,3,normal,normal,True
989,3,3,normal,normal,True
990,3,3,normal,normal,True
991,3,3,normal,normal,True
992,4,4,physical fault,physical fault,True
993,3,3,normal,normal,True
994,3,3,normal,normal,True
995,1,1,MITM,MITM,True
996,3,3,normal,normal,True
997,3,3,normal,normal,True
998,3,3,normal,normal,True
999,3,3,normal,normal,True
1000,3,3,normal,normal,True
1001,3,3,normal,normal,True
1002,3,3,normal,normal,True
1003,3,3,normal,normal,True
1004,3,3,normal,normal,True
1005,3,3,normal,normal,True
1006,3,3,normal,normal,True
1007,3,3,normal,normal,True
1008,3,3,normal,normal,True
1009,3,3,normal,normal,True
1010,1,1,MITM,MITM,True
1011,3,3,normal,normal,True
1012,3,3,normal,normal,True
1013,3,3,normal,normal,True
1014,3,3,normal,normal,True
1015,1,1,MITM,MITM,True
1016,3,3,normal,normal,True
1017,3,3,normal,normal,True
1018,3,3,normal,normal,True
1019,3,3,normal,normal,True
1020,3,3,normal,normal,True
1021,3,3,normal,normal,True
1022,3,3,normal,normal,True
1023,3,3,normal,normal,True
1024,3,3,normal,normal,True
1025,3,3,normal,normal,True
1026,4,4,physical fault,physical fault,True
1027,3,3,normal,normal,True
1028,3,3,normal,normal,True
1029,3,3,normal,normal,True
1030,3,3,normal,normal,True
1031,3,3,normal,normal,True
1032,3,3,normal,normal,True
1033,1,1,MITM,MITM,True
1034,3,3,normal,normal,True
1035,3,3,normal,normal,True
1036,3,3,normal,normal,True
1037,0,0,DoS,DoS,True
1038,3,3,normal,normal,True
1039,3,3,normal,normal,True
1040,3,3,normal,normal,True
1041,4,4,physical fault,physical fault,True
1042,3,3,normal,normal,True
1043,4,4,physical fault,physical fault,True
1044,3,3,normal,normal,True
1045,0,0,DoS,DoS,True
1046,4,4,physical fault,physical fault,True
1047,4,4,physical fault,physical fault,True
1048,4,4,physical fault,physical fault,True
1049,3,3,normal,normal,True
1050,3,0,normal,DoS,False
1051,3,3,normal,normal,True
1052,0,0,DoS,DoS,True
1053,3,3,normal,normal,True
1054,3,3,normal,normal,True
1055,3,3,normal,normal,True
1056,3,3,normal,normal,True
1057,3,3,normal,normal,True
1058,3,3,normal,normal,True
1059,4,4,physical fault,physical fault,True
1060,3,3,normal,normal,True
1061,4,4,physical fault,physical fault,True
1062,3,3,normal,normal,True
1063,3,3,normal,normal,True
1064,3,3,normal,normal,True
1065,3,3,normal,normal,True
1066,4,4,physical fault,physical fault,True
1067,3,3,normal,normal,True
1068,3,3,normal,normal,True
1069,3,3,normal,normal,True
1070,3,3,normal,normal,True
1071,3,3,normal,normal,True
1072,3,3,normal,normal,True
1073,3,3,normal,normal,True
1074,3,3,normal,normal,True
1075,1,1,MITM,MITM,True
1076,3,3,normal,normal,True
1077,3,3,normal,normal,True
1078,0,0,DoS,DoS,True
1079,3,3,normal,normal,True
1080,3,3,normal,normal,True
1081,3,3,normal,normal,True
1082,3,3,normal,normal,True
1083,3,3,normal,normal,True
1084,3,3,normal,normal,True
1085,3,3,normal,normal,True
1086,3,3,normal,normal,True
1087,3,3,normal,normal,True
1088,3,3,normal,normal,True
1089,3,3,normal,normal,True
1090,3,3,normal,normal,True
1091,3,3,normal,normal,True
1092,3,3,normal,normal,True
1093,3,3,normal,normal,True
1094,0,0,DoS,DoS,True
1095,3,3,normal,normal,True
1096,3,3,normal,normal,True
1097,3,3,normal,normal,True
1098,0,0,DoS,DoS,True
1099,3,3,normal,normal,True
1100,3,3,normal,normal,True
1101,3,3,normal,normal,True
1102,3,3,normal,normal,True
1103,3,3,normal,normal,True
1104,1,3,MITM,normal,False
1105,3,3,normal,normal,True
1106,3,3,normal,normal,True
1107,3,3,normal,normal,True
1108,3,3,normal,normal,True
1109,3,3,normal,normal,True
1110,3,3,normal,normal,True
1111,3,3,normal,normal,True
1112,4,4,physical fault,physical fault,True
1113,3,3,normal,normal,True
1114,3,3,normal,normal,True
1115,3,3,normal,normal,True
1116,3,3,normal,normal,True
1117,3,3,normal,normal,True
1118,3,3,normal,normal,True
1119,4,4,physical fault,physical fault,True
1120,3,3,normal,normal,True
1121,3,3,normal,normal,True
1122,3,3,normal,normal,True
1123,3,3,normal,normal,True
1124,4,4,physical fault,physical fault,True
1125,3,3,normal,normal,True
1126,3,3,normal,normal,True
1127,3,3,normal,normal,True
1128,3,3,normal,normal,True
1129,0,0,DoS,DoS,True
1130,3,3,normal,normal,True
1131,3,3,normal,normal,True
1132,4,4,physical fault,physical fault,True
1133,3,3,normal,normal,True
1134,4,4,physical fault,physical fault,True
1135,3,3,normal,normal,True
1136,3,3,normal,normal,True
1137,3,3,normal,normal,True
1138,3,3,normal,normal,True
1139,3,3,normal,normal,True
1140,3,3,normal,normal,True
1141,3,3,normal,normal,True
1142,3,3,normal,normal,True
1143,3,3,normal,normal,True
1144,3,3,normal,normal,True
1145,3,3,normal,normal,True
1146,4,4,physical fault,physical fault,True
1147,3,3,normal,normal,True
1148,3,3,normal,normal,True
1149,3,3,normal,normal,True
1150,4,4,physical fault,physical fault,True
1151,3,3,normal,normal,True
1152,3,3,normal,normal,True
1153,1,1,MITM,MITM,True
1154,3,3,normal,normal,True
1155,3,3,normal,normal,True
1156,3,3,normal,normal,True
1157,1,3,MITM,normal,False
1158,3,3,normal,normal,True
1159,3,3,normal,normal,True
1160,3,3,normal,normal,True
1161,1,1,MITM,MITM,True
1162,3,3,normal,normal,True
1163,3,3,normal,normal,True
1164,3,3,normal,normal,True
1165,3,3,normal,normal,True
1166,3,3,normal,normal,True
1167,3,3,normal,normal,True
1168,1,1,MITM,MITM,True
1169,3,3,normal,normal,True
1170,3,3,normal,normal,True
1171,3,3,normal,normal,True
1172,3,3,normal,normal,True
1173,2,2,nomal,nomal,True
1174,1,1,MITM,MITM,True
1175,4,4,physical fault,physical fault,True
1176,4,4,physical fault,physical fault,True
1177,3,3,normal,normal,True
1178,3,3,normal,normal,True
1179,4,4,physical fault,physical fault,True
1180,3,3,normal,normal,True
1181,3,3,normal,normal,True
1182,3,3,normal,normal,True
1183,3,3,normal,normal,True
1184,3,3,normal,normal,True
1185,1,1,MITM,MITM,True
1186,3,3,normal,normal,True
1187,1,1,MITM,MITM,True
1188,3,3,normal,normal,True
1189,3,3,normal,normal,True
1190,3,3,normal,normal,True
1191,3,3,normal,normal,True
1192,3,3,normal,normal,True
1193,3,3,normal,normal,True
1194,3,3,normal,normal,True
1195,3,3,normal,normal,True
1196,3,3,normal,normal,True
1197,1,3,MITM,normal,False
1198,3,3,normal,normal,True
1199,1,1,MITM,MITM,True
1200,3,3,normal,normal,True
1201,3,3,normal,normal,True
1202,3,3,normal,normal,True
1203,3,3,normal,normal,True
1204,3,3,normal,normal,True
1205,3,3,normal,normal,True
1206,3,3,normal,normal,True
1207,3,3,normal,normal,True
1208,1,1,MITM,MITM,True
1209,3,3,normal,normal,True
1210,3,3,normal,normal,True
1211,4,4,physical fault,physical fault,True
1212,3,3,normal,normal,True
1213,3,3,normal,normal,True
1214,3,3,normal,normal,True
1215,3,3,normal,normal,True
1216,3,3,normal,normal,True
1217,3,3,normal,normal,True
1218,3,3,normal,normal,True
1219,3,3,normal,normal,True
1220,3,3,normal,normal,True
1221,1,3,MITM,normal,False
1222,0,0,DoS,DoS,True
1223,3,3,normal,normal,True
1224,3,3,normal,normal,True
1225,3,3,normal,normal,True
1226,1,1,MITM,MITM,True
1227,4,4,physical fault,physical fault,True
1228,3,3,normal,normal,True
1229,3,3,normal,normal,True
1230,4,4,physical fault,physical fault,True
1231,3,3,normal,normal,True
1232,3,3,normal,normal,True
1233,4,4,physical fault,physical fault,True
1234,3,3,normal,normal,True
1235,3,3,normal,normal,True
1236,3,3,normal,normal,True
1237,3,3,normal,normal,True
1238,4,4,physical fault,physical fault,True
1239,3,3,normal,normal,True
1240,3,3,normal,normal,True
1241,3,3,normal,normal,True
1242,3,3,normal,normal,True
1243,3,3,normal,normal,True
1244,1,1,MITM,MITM,True
1245,3,3,normal,normal,True
1246,3,3,normal,normal,True
1247,3,3,normal,normal,True
1248,0,0,DoS,DoS,True
1249,3,3,normal,normal,True
1250,3,3,normal,normal,True
1251,1,1,MITM,MITM,True
1252,3,3,normal,normal,True
1253,3,3,normal,normal,True
1254,3,3,normal,normal,True
1255,3,3,normal,normal,True
1256,3,3,normal,normal,True
1257,3,3,normal,normal,True
1258,3,3,normal,normal,True
1259,3,3,normal,normal,True
1260,3,3,normal,normal,True
1261,3,3,normal,normal,True
1262,1,1,MITM,MITM,True
1263,4,4,physical fault,physical fault,True
1264,3,3,normal,normal,True
1265,3,3,normal,normal,True
1266,3,3,normal,normal,True
1267,3,3,normal,normal,True
1268,3,3,normal,normal,True
1269,0,0,DoS,DoS,True
1270,3,3,normal,normal,True
1271,1,1,MITM,MITM,True
1272,3,3,normal,normal,True
1273,3,3,normal,normal,True
1274,3,3,normal,normal,True
1275,3,3,normal,normal,True
1276,1,1,MITM,MITM,True
1277,3,3,normal,normal,True
1278,0,0,DoS,DoS,True
1279,3,3,normal,normal,True
1280,3,3,normal,normal,True
1281,3,3,normal,normal,True
1282,3,3,normal,normal,True
1283,3,3,normal,normal,True
1284,3,3,normal,normal,True
1285,3,3,normal,normal,True
1286,3,3,normal,normal,True
1287,3,3,normal,normal,True
1288,3,3,normal,normal,True
1289,3,3,normal,normal,True
1290,3,3,normal,normal,True
1291,3,3,normal,normal,True
1292,3,3,normal,normal,True
1293,3,3,normal,normal,True
1294,4,4,physical fault,physical fault,True
1295,3,3,normal,normal,True
1296,3,3,normal,normal,True
1297,1,1,MITM,MITM,True
1298,3,3,normal,normal,True
1299,4,4,physical fault,physical fault,True
1300,3,3,normal,normal,True
1301,3,3,normal,normal,True
1302,0,0,DoS,DoS,True
1303,3,3,normal,normal,True
1304,3,3,normal,normal,True
1305,3,3,normal,normal,True
1306,3,3,normal,normal,True
1307,3,3,normal,normal,True
1308,3,3,normal,normal,True
1309,0,0,DoS,DoS,True
1310,3,3,normal,normal,True
1311,2,2,nomal,nomal,True
1312,4,4,physical fault,physical fault,True
1313,3,3,normal,normal,True
1314,0,0,DoS,DoS,True
1315,3,3,normal,normal,True
1316,3,3,normal,normal,True
1317,1,1,MITM,MITM,True
1318,3,3,normal,normal,True
1319,3,3,normal,normal,True
1320,3,3,normal,normal,True
1321,3,3,normal,normal,True
1322,2,2,nomal,nomal,True
1323,3,3,normal,normal,True
1324,3,3,normal,normal,True
1325,0,0,DoS,DoS,True
1326,3,3,normal,normal,True
1327,3,3,normal,normal,True
1328,3,3,normal,normal,True
1329,3,3,normal,normal,True
1330,1,1,MITM,MITM,True
1331,3,3,normal,normal,True
1332,1,1,MITM,MITM,True
1333,1,1,MITM,MITM,True
1334,1,3,MITM,normal,False
1335,3,3,normal,normal,True
1336,3,3,normal,normal,True
1337,1,1,MITM,MITM,True
1338,3,3,normal,normal,True
1339,3,3,normal,normal,True
1340,1,3,MITM,normal,False
1341,3,3,normal,normal,True
1342,4,4,physical fault,physical fault,True
1343,2,3,nomal,normal,False
1344,0,0,DoS,DoS,True
1345,3,3,normal,normal,True
1346,3,3,normal,normal,True
1347,3,3,normal,normal,True
1348,3,3,normal,normal,True
1349,1,1,MITM,MITM,True
1350,3,3,normal,normal,True
1351,4,4,physical fault,physical fault,True
1352,3,3,normal,normal,True
1353,3,3,normal,normal,True
1354,3,3,normal,normal,True
1355,3,3,normal,normal,True
1356,3,3,normal,normal,True
1357,3,3,normal,normal,True
1358,2,3,nomal,normal,False
1359,3,3,normal,normal,True
1360,1,1,MITM,MITM,True
1361,3,3,normal,normal,True
1362,3,3,normal,normal,True
1363,4,4,physical fault,physical fault,True
1364,0,0,DoS,DoS,True
1365,1,1,MITM,MITM,True
1366,3,3,normal,normal,True
1367,3,3,normal,normal,True
1368,4,4,physical fault,physical fault,True
1369,3,3,normal,normal,True
1370,1,1,MITM,MITM,True
1371,3,3,normal,normal,True
1372,3,3,normal,normal,True
1373,3,3,normal,normal,True
1374,3,3,normal,normal,True
1375,4,4,physical fault,physical fault,True
1376,3,3,normal,normal,True
1377,1,1,MITM,MITM,True
1378,3,3,normal,normal,True
1379,3,3,normal,normal,True
1380,3,3,normal,normal,True
1381,3,3,normal,normal,True
1382,3,3,normal,normal,True
1383,3,3,normal,normal,True
1384,3,3,normal,normal,True
1385,3,3,normal,normal,True
1386,3,3,normal,normal,True
1387,2,2,nomal,nomal,True
1388,3,3,normal,normal,True
1389,3,3,normal,normal,True
1390,3,3,normal,normal,True
1391,3,3,normal,normal,True
1392,3,3,normal,normal,True
1393,3,3,normal,normal,True
1394,3,3,normal,normal,True
1395,3,3,normal,normal,True
1396,3,3,normal,normal,True
1397,3,3,normal,normal,True
1398,2,2,nomal,nomal,True
1399,3,3,normal,normal,True
